-29.026775185106427,490.17341040462384
-26.77928354631044,490.17341040462384
-25.2341330446382,490.17341040462384
-31.696831441993545,500.57803468208067
-22.146731880835933,516.1849710982658
-19.621203626732665,542.1965317919073
-23.27511744350146,557.8034682080925
-22.99418098865196,557.8034682080925
-21.72996694182923,557.8034682080925
-21.72996694182923,557.8034682080925
-21.16867400003866,563.0057803468208
-20.04492818064067,563.0057803468208
-17.097995244263153,589.0173410404623
-16.53786223828948,604.6242774566472
-15.417016258433701,630.6358381502891
-17.247742958222986,672.2543352601156
-10.225491522802415,682.6589595375722
-12.61519129274847,698.2658959537573
-7.138090359000138,708.6705202312137
-11.916329963075384,729.4797687861269
-13.88346511493031,734.6820809248554
-11.640613219401864,776.3005780346823
-5.039186498347085,781.5028901734104
-7.009801457652685,817.9190751445085
-11.78688112591103,828.3236994219653
-2.3911690219807866,968.7861271676302
